timestamp,hour,minut,second,day,month,delay,sensor_id,temperature,label
2004-02-28 01:14:16,1,14,16,28,2,400000.0,3,193.31799999999998,1
2004-02-28 01:14:46,1,14,46,28,2,400000.0,3,193.514,1
2004-02-28 01:15:16,1,15,16,28,2,400000.0,3,193.416,1
2004-02-28 01:15:46,1,15,46,28,2,0.0,3,193.416,0
2004-02-28 01:16:16,1,16,16,28,2,0.0,3,193.416,0
2004-02-28 01:17:16,1,17,16,28,2,0.0,3,193.31799999999998,0
2004-02-28 01:17:46,1,17,46,28,2,0.0,3,19.322,0
2004-02-28 01:18:16,1,18,16,28,2,0.0,3,193.024,0
2004-02-28 01:18:46,1,18,46,28,2,0.0,3,19.322,0
2004-02-28 01:19:16,1,19,16,28,2,0.0,3,19.322,0
2004-02-28 01:19:46,1,19,46,28,2,0.0,3,19.322,0
2004-02-28 01:20:16,1,20,16,28,2,0.0,3,193.024,0
2004-02-28 01:20:46,1,20,46,28,2,0.0,3,192.828,0
2004-02-28 01:22:16,1,22,16,28,2,200000.0,3,192.926,0
2004-02-28 01:23:46,1,23,46,28,2,200000.0,3,192.142,0
2004-02-28 01:24:16,1,24,16,28,2,200000.0,3,192.044,0
2004-02-28 01:24:46,1,24,46,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:25:16,1,25,16,28,2,200000.0,3,19.175,0
2004-02-28 01:25:46,1,25,46,28,2,200000.0,3,191.65200000000002,0
2004-02-28 01:26:45,1,26,45,28,2,200000.0,3,191.65200000000002,0
2004-02-28 01:27:16,1,27,16,28,2,200000.0,3,191.554,0
2004-02-28 01:28:45,1,28,45,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:29:16,1,29,16,28,2,200000.0,3,19.175,0
2004-02-28 01:29:46,1,29,46,28,2,400000.0,3,192.044,1
2004-02-28 01:30:16,1,30,16,28,2,400000.0,3,192.044,1
2004-02-28 01:30:46,1,30,46,28,2,400000.0,3,192.044,1
2004-02-28 01:31:16,1,31,16,28,2,400000.0,3,19.224,1
2004-02-28 01:33:16,1,33,16,28,2,400000.0,3,192.43599999999998,1
2004-02-28 01:33:46,1,33,46,28,2,400000.0,3,192.632,1
2004-02-28 01:34:16,1,34,16,28,2,400000.0,3,192.53400000000002,1
2004-02-28 01:34:46,1,34,46,28,2,400000.0,3,192.43599999999998,1
2004-02-28 01:35:16,1,35,16,28,2,400000.0,3,192.338,1
2004-02-28 01:35:46,1,35,46,28,2,400000.0,3,192.338,1
2004-02-28 01:37:16,1,37,16,28,2,0.0,3,19.224,0
2004-02-28 01:37:46,1,37,46,28,2,0.0,3,192.43599999999998,0
2004-02-28 01:38:46,1,38,46,28,2,0.0,3,192.43599999999998,0
2004-02-28 01:39:16,1,39,16,28,2,0.0,3,192.338,0
2004-02-28 01:41:46,1,41,46,28,2,0.0,3,192.43599999999998,0
2004-02-28 01:42:16,1,42,16,28,2,0.0,3,192.43599999999998,0
2004-02-28 01:44:16,1,44,16,28,2,0.0,3,192.044,0
2004-02-28 01:44:46,1,44,46,28,2,0.0,3,19.224,0
2004-02-28 01:45:16,1,45,16,28,2,0.0,3,192.142,0
2004-02-28 01:45:46,1,45,46,28,2,0.0,3,192.044,0
2004-02-28 01:46:16,1,46,16,28,2,200000.0,3,191.946,0
2004-02-28 01:47:16,1,47,16,28,2,200000.0,3,19.175,0
2004-02-28 01:48:16,1,48,16,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:49:16,1,49,16,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:49:46,1,49,46,28,2,200000.0,3,191.946,0
2004-02-28 01:51:46,1,51,46,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:52:16,1,52,16,28,2,200000.0,3,191.65200000000002,0
2004-02-28 01:53:16,1,53,16,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:53:46,1,53,46,28,2,200000.0,3,191.84799999999998,0
2004-02-28 01:54:16,1,54,16,28,2,200000.0,3,191.65200000000002,0
2004-02-28 01:55:16,1,55,16,28,2,400000.0,3,191.65200000000002,1
2004-02-28 01:56:46,1,56,46,28,2,400000.0,3,191.84799999999998,1
2004-02-28 01:57:16,1,57,16,28,2,400000.0,3,191.65200000000002,1
2004-02-28 01:57:46,1,57,46,28,2,400000.0,3,191.65200000000002,1
2004-02-28 01:59:16,1,59,16,28,2,400000.0,3,191.65200000000002,1
2004-02-28 02:00:16,2,0,16,28,2,400000.0,3,191.554,1
2004-02-28 02:00:46,2,0,46,28,2,400000.0,3,191.554,1
2004-02-28 02:01:16,2,1,16,28,2,400000.0,3,191.456,1
2004-02-28 02:03:16,2,3,16,28,2,400000.0,3,19.125999999999998,1
2004-02-28 02:04:46,2,4,46,28,2,400000.0,3,191.162,1
2004-02-28 02:05:16,2,5,16,28,2,0.0,3,191.162,0
2004-02-28 02:07:46,2,7,46,28,2,0.0,3,19.125999999999998,0
2004-02-28 02:08:16,2,8,16,28,2,0.0,3,19.125999999999998,0
2004-02-28 02:09:46,2,9,46,28,2,0.0,3,190.96599999999998,0
2004-02-28 02:11:16,2,11,16,28,2,0.0,3,190.868,0
2004-02-28 02:11:46,2,11,46,28,2,0.0,3,190.868,0
2004-02-28 02:13:16,2,13,16,28,2,0.0,3,190.672,0
2004-02-28 02:14:47,2,14,47,28,2,0.0,3,190.672,0
2004-02-28 02:15:46,2,15,46,28,2,0.0,3,190.476,0
2004-02-28 02:16:16,2,16,16,28,2,0.0,3,190.476,0
2004-02-28 02:16:46,2,16,46,28,2,200000.0,3,190.476,0
2004-02-28 02:17:16,2,17,16,28,2,200000.0,3,190.476,0
2004-02-28 02:17:46,2,17,46,28,2,200000.0,3,190.378,0
2004-02-28 02:19:17,2,19,17,28,2,200000.0,3,190.378,0
2004-02-28 02:19:47,2,19,47,28,2,200000.0,3,19.028,0
2004-02-28 02:20:46,2,20,46,28,2,200000.0,3,19.028,0
2004-02-28 02:21:16,2,21,16,28,2,200000.0,3,19.028,0
2004-02-28 02:23:16,2,23,16,28,2,200000.0,3,190.18200000000002,0
2004-02-28 02:25:46,2,25,46,28,2,200000.0,3,189.888,0
2004-02-28 02:26:16,2,26,16,28,2,200000.0,3,189.986,0
2004-02-28 02:27:16,2,27,16,28,2,400000.0,3,189.888,1
2004-02-28 02:28:16,2,28,16,28,2,400000.0,3,18.979,1
2004-02-28 02:28:46,2,28,46,28,2,400000.0,3,18.979,1
2004-02-28 02:29:16,2,29,16,28,2,400000.0,3,189.49599999999998,1
2004-02-28 02:29:46,2,29,46,28,2,400000.0,3,18.93,1
2004-02-28 02:30:46,2,30,46,28,2,400000.0,3,189.104,1
2004-02-28 02:31:46,2,31,46,28,2,400000.0,3,189.398,1
2004-02-28 02:32:16,2,32,16,28,2,400000.0,3,189.398,1
2004-02-28 02:34:16,2,34,16,28,2,400000.0,3,189.49599999999998,1
2004-02-28 02:35:16,2,35,16,28,2,400000.0,3,189.398,1
2004-02-28 02:36:46,2,36,46,28,2,0.0,3,189.202,0
2004-02-28 02:37:16,2,37,16,28,2,0.0,3,189.104,0
2004-02-28 02:37:46,2,37,46,28,2,0.0,3,189.104,0
2004-02-28 02:38:16,2,38,16,28,2,0.0,3,189.104,0
2004-02-28 02:39:16,2,39,16,28,2,0.0,3,189.104,0
2004-02-28 02:40:16,2,40,16,28,2,0.0,3,18.93,0
2004-02-28 02:40:46,2,40,46,28,2,0.0,3,18.93,0
2004-02-28 02:42:46,2,42,46,28,2,0.0,3,189.00599999999997,0
2004-02-28 02:44:16,2,44,16,28,2,0.0,3,189.104,0
2004-02-28 02:49:46,2,49,46,28,2,0.0,3,18.832,0
2004-02-28 02:50:16,2,50,16,28,2,200000.0,3,18.832,0
2004-02-28 02:54:16,2,54,16,28,2,200000.0,3,188.12400000000002,0
2004-02-28 02:55:46,2,55,46,28,2,200000.0,3,188.12400000000002,0
2004-02-28 02:57:16,2,57,16,28,2,200000.0,3,18.783,0
2004-02-28 02:58:46,2,58,46,28,2,200000.0,3,188.12400000000002,0
2004-02-28 03:00:46,3,0,46,28,2,200000.0,3,18.783,0
2004-02-28 03:01:16,3,1,16,28,2,200000.0,3,187.732,0
2004-02-28 03:02:46,3,2,46,28,2,200000.0,3,187.928,0
2004-02-28 03:03:46,3,3,46,28,2,200000.0,3,187.928,0
2004-02-28 03:04:17,3,4,17,28,2,200000.0,3,188.12400000000002,0
2004-02-28 03:04:46,3,4,46,28,2,400000.0,3,188.12400000000002,1
2004-02-28 03:05:46,3,5,46,28,2,400000.0,3,187.928,1
2004-02-28 03:06:16,3,6,16,28,2,400000.0,3,188.02599999999998,1
2004-02-28 03:06:46,3,6,46,28,2,400000.0,3,188.12400000000002,1
2004-02-28 03:07:16,3,7,16,28,2,400000.0,3,18.783,1
2004-02-28 03:08:46,3,8,46,28,2,400000.0,3,187.53599999999997,1
2004-02-28 03:12:16,3,12,16,28,2,400000.0,3,18.685,1
2004-02-28 03:12:46,3,12,46,28,2,400000.0,3,186.94799999999998,1
2004-02-28 03:14:46,3,14,46,28,2,400000.0,3,186.94799999999998,1
2004-02-28 03:15:16,3,15,16,28,2,400000.0,3,18.685,1
2004-02-28 03:15:47,3,15,47,28,2,0.0,3,186.94799999999998,0
2004-02-28 03:17:16,3,17,16,28,2,0.0,3,187.144,0
2004-02-28 03:17:46,3,17,46,28,2,0.0,3,187.24200000000002,0
2004-02-28 03:20:16,3,20,16,28,2,0.0,3,187.046,0
2004-02-28 03:20:46,3,20,46,28,2,0.0,3,186.752,0
2004-02-28 03:21:17,3,21,17,28,2,0.0,3,186.94799999999998,0
2004-02-28 03:21:46,3,21,46,28,2,0.0,3,186.55599999999998,0
2004-02-28 03:22:46,3,22,46,28,2,0.0,3,18.685,0
2004-02-28 03:24:17,3,24,17,28,2,0.0,3,186.752,0
2004-02-28 03:24:46,3,24,46,28,2,0.0,3,187.046,0
2004-02-28 03:25:46,3,25,46,28,2,200000.0,3,186.94799999999998,0
2004-02-28 03:28:16,3,28,16,28,2,200000.0,3,186.65400000000002,0
2004-02-28 03:28:46,3,28,46,28,2,200000.0,3,186.55599999999998,0
2004-02-28 03:29:16,3,29,16,28,2,200000.0,3,186.55599999999998,0
2004-02-28 03:31:16,3,31,16,28,2,200000.0,3,185.77200000000002,0
2004-02-28 03:32:16,3,32,16,28,2,200000.0,3,185.77200000000002,0
2004-02-28 03:32:46,3,32,46,28,2,200000.0,3,185.968,0
2004-02-28 03:33:45,3,33,45,28,2,200000.0,3,186.06599999999997,0
2004-02-28 03:34:16,3,34,16,28,2,200000.0,3,18.587,0
2004-02-28 03:34:46,3,34,46,28,2,200000.0,3,185.968,0
2004-02-28 03:35:16,3,35,16,28,2,400000.0,3,185.77200000000002,1
2004-02-28 03:35:46,3,35,46,28,2,400000.0,3,185.77200000000002,1
2004-02-28 03:36:17,3,36,17,28,2,400000.0,3,18.587,1
2004-02-28 03:36:47,3,36,47,28,2,400000.0,3,185.968,1
2004-02-28 03:37:16,3,37,16,28,2,400000.0,3,186.262,1
2004-02-28 03:38:16,3,38,16,28,2,400000.0,3,18.636,1
2004-02-28 03:38:46,3,38,46,28,2,400000.0,3,18.636,1
2004-02-28 03:39:16,3,39,16,28,2,400000.0,3,186.06599999999997,1
2004-02-28 03:39:46,3,39,46,28,2,400000.0,3,185.77200000000002,1
2004-02-28 03:41:16,3,41,16,28,2,400000.0,3,18.587,1
2004-02-28 03:41:46,3,41,46,28,2,0.0,3,18.587,0
2004-02-28 03:42:17,3,42,17,28,2,0.0,3,185.968,0
2004-02-28 03:43:16,3,43,16,28,2,0.0,3,18.587,0
2004-02-28 03:43:46,3,43,46,28,2,0.0,3,18.587,0
2004-02-28 03:44:17,3,44,17,28,2,0.0,3,185.968,0
2004-02-28 03:44:46,3,44,46,28,2,0.0,3,18.587,0
2004-02-28 03:45:16,3,45,16,28,2,0.0,3,185.674,0
2004-02-28 03:45:46,3,45,46,28,2,0.0,3,185.77200000000002,0
2004-02-28 03:46:16,3,46,16,28,2,0.0,3,185.674,0
2004-02-28 03:47:17,3,47,17,28,2,0.0,3,18.538,0
2004-02-28 03:47:47,3,47,47,28,2,200000.0,3,185.282,0
2004-02-28 03:48:16,3,48,16,28,2,200000.0,3,185.282,0
2004-02-28 03:48:46,3,48,46,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:49:16,3,49,16,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:49:46,3,49,46,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:50:16,3,50,16,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:51:16,3,51,16,28,2,200000.0,3,185.18400000000003,0
2004-02-28 03:52:46,3,52,46,28,2,200000.0,3,18.538,0
2004-02-28 03:53:17,3,53,17,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:53:46,3,53,46,28,2,200000.0,3,185.08599999999998,0
2004-02-28 03:54:46,3,54,46,28,2,400000.0,3,184.69400000000002,1
2004-02-28 03:55:47,3,55,47,28,2,400000.0,3,184.59599999999998,1
2004-02-28 03:56:17,3,56,17,28,2,400000.0,3,184.792,1
2004-02-28 03:56:46,3,56,46,28,2,400000.0,3,184.792,1
2004-02-28 03:58:46,3,58,46,28,2,400000.0,3,184.69400000000002,1
2004-02-28 03:59:17,3,59,17,28,2,400000.0,3,184.792,1
2004-02-28 03:59:46,3,59,46,28,2,400000.0,3,184.59599999999998,1
2004-02-28 04:00:16,4,0,16,28,2,400000.0,3,184.59599999999998,1
2004-02-28 04:01:16,4,1,16,28,2,400000.0,3,184.59599999999998,1
2004-02-28 04:02:17,4,2,17,28,2,400000.0,3,184.59599999999998,1
2004-02-28 04:02:46,4,2,46,28,2,0.0,3,18.44,0
2004-02-28 04:03:18,4,3,18,28,2,0.0,3,18.44,0
2004-02-28 04:03:47,4,3,47,28,2,0.0,3,18.44,0
2004-02-28 04:04:17,4,4,17,28,2,0.0,3,18.44,0
2004-02-28 04:04:46,4,4,46,28,2,0.0,3,184.59599999999998,0
2004-02-28 04:05:46,4,5,46,28,2,0.0,3,184.498,0
2004-02-28 04:06:16,4,6,16,28,2,0.0,3,184.204,0
2004-02-28 04:08:46,4,8,46,28,2,0.0,3,184.00799999999998,0
2004-02-28 04:09:16,4,9,16,28,2,0.0,3,183.812,0
2004-02-28 04:09:46,4,9,46,28,2,0.0,3,183.812,0
2004-02-28 04:11:17,4,11,17,28,2,200000.0,3,183.61599999999999,0
2004-02-28 04:12:17,4,12,17,28,2,200000.0,3,183.71400000000003,0
2004-02-28 04:12:46,4,12,46,28,2,200000.0,3,18.391,0
2004-02-28 04:13:16,4,13,16,28,2,200000.0,3,184.204,0
2004-02-28 04:13:46,4,13,46,28,2,200000.0,3,184.00799999999998,0
2004-02-28 04:14:46,4,14,46,28,2,200000.0,3,184.00799999999998,0
2004-02-28 04:15:16,4,15,16,28,2,200000.0,3,184.00799999999998,0
2004-02-28 04:17:46,4,17,46,28,2,200000.0,3,18.342,0
2004-02-28 04:18:46,4,18,46,28,2,200000.0,3,183.61599999999999,0
2004-02-28 04:19:16,4,19,16,28,2,200000.0,3,183.61599999999999,0
2004-02-28 04:19:46,4,19,46,28,2,400000.0,3,183.812,1
2004-02-28 04:20:17,4,20,17,28,2,400000.0,3,183.71400000000003,1
2004-02-28 04:22:16,4,22,16,28,2,400000.0,3,183.71400000000003,1
2004-02-28 04:24:46,4,24,46,28,2,400000.0,3,183.22400000000002,1
2004-02-28 04:25:47,4,25,47,28,2,400000.0,3,183.22400000000002,1
2004-02-28 04:26:16,4,26,16,28,2,400000.0,3,183.028,1
2004-02-28 04:26:47,4,26,47,28,2,400000.0,3,183.028,1
2004-02-28 04:27:17,4,27,17,28,2,400000.0,3,18.293,1
2004-02-28 04:27:46,4,27,46,28,2,400000.0,3,182.734,1
2004-02-28 04:28:17,4,28,17,28,2,400000.0,3,182.636,1
2004-02-28 04:29:16,4,29,16,28,2,0.0,3,182.342,0
2004-02-28 04:29:47,4,29,47,28,2,0.0,3,182.24400000000003,0
2004-02-28 04:30:46,4,30,46,28,2,0.0,3,182.342,0
2004-02-28 04:31:47,4,31,47,28,2,0.0,3,182.636,0
2004-02-28 04:32:16,4,32,16,28,2,0.0,3,18.244,0
2004-02-28 04:34:46,4,34,46,28,2,0.0,3,182.24400000000003,0
2004-02-28 04:35:46,4,35,46,28,2,0.0,3,182.048,0
2004-02-28 04:38:47,4,38,47,28,2,0.0,3,182.24400000000003,0
2004-02-28 04:40:16,4,40,16,28,2,0.0,3,182.146,0
2004-02-28 04:41:16,4,41,16,28,2,0.0,3,18.195,0
2004-02-28 04:43:16,4,43,16,28,2,200000.0,3,181.75400000000002,0
2004-02-28 04:43:46,4,43,46,28,2,200000.0,3,181.852,0
2004-02-28 04:44:16,4,44,16,28,2,200000.0,3,182.048,0
2004-02-28 04:44:46,4,44,46,28,2,200000.0,3,18.195,0
2004-02-28 04:46:16,4,46,16,28,2,200000.0,3,18.146,0
2004-02-28 04:46:46,4,46,46,28,2,200000.0,3,181.65599999999998,0
2004-02-28 04:47:16,4,47,16,28,2,200000.0,3,181.852,0
2004-02-28 04:48:46,4,48,46,28,2,200000.0,3,181.264,0
2004-02-28 04:49:47,4,49,47,28,2,200000.0,3,18.097,0
2004-02-28 04:51:17,4,51,17,28,2,200000.0,3,18.097,0
2004-02-28 04:52:46,4,52,46,28,2,400000.0,3,181.264,1
2004-02-28 04:53:16,4,53,16,28,2,400000.0,3,181.362,1
2004-02-28 04:54:17,4,54,17,28,2,400000.0,3,181.558,1
2004-02-28 04:54:46,4,54,46,28,2,400000.0,3,181.558,1
2004-02-28 04:55:16,4,55,16,28,2,400000.0,3,18.146,1
2004-02-28 04:55:46,4,55,46,28,2,400000.0,3,181.362,1
2004-02-28 04:56:16,4,56,16,28,2,400000.0,3,181.264,1
2004-02-28 04:56:47,4,56,47,28,2,400000.0,3,181.06799999999998,1
2004-02-28 04:59:16,4,59,16,28,2,400000.0,3,181.06799999999998,1
2004-02-28 04:59:47,4,59,47,28,2,400000.0,3,181.06799999999998,1
2004-02-28 05:00:46,5,0,46,28,2,0.0,3,18.146,0
2004-02-28 05:01:16,5,1,16,28,2,0.0,3,181.264,0
2004-02-28 05:01:46,5,1,46,28,2,0.0,3,181.264,0
2004-02-28 05:03:16,5,3,16,28,2,0.0,3,181.06799999999998,0
2004-02-28 05:04:47,5,4,47,28,2,0.0,3,180.872,0
2004-02-28 05:05:17,5,5,17,28,2,0.0,3,180.774,0
2004-02-28 05:05:47,5,5,47,28,2,0.0,3,181.06799999999998,0
2004-02-28 05:06:16,5,6,16,28,2,0.0,3,181.166,0
2004-02-28 05:06:47,5,6,47,28,2,0.0,3,181.166,0
2004-02-28 05:07:16,5,7,16,28,2,0.0,3,18.097,0
2004-02-28 05:07:47,5,7,47,28,2,200000.0,3,180.872,0
2004-02-28 05:08:16,5,8,16,28,2,200000.0,3,180.774,0
2004-02-28 05:10:16,5,10,16,28,2,200000.0,3,180.28400000000002,0
2004-02-28 05:11:16,5,11,16,28,2,200000.0,3,180.18599999999998,0
2004-02-28 05:12:17,5,12,17,28,2,200000.0,3,180.28400000000002,0
2004-02-28 05:12:46,5,12,46,28,2,200000.0,3,180.18599999999998,0
2004-02-28 05:13:46,5,13,46,28,2,200000.0,3,180.088,0
2004-02-28 05:14:46,5,14,46,28,2,200000.0,3,180.18599999999998,0
2004-02-28 05:15:16,5,15,16,28,2,200000.0,3,180.18599999999998,0
2004-02-28 05:15:46,5,15,46,28,2,200000.0,3,180.28400000000002,0
2004-02-28 05:16:17,5,16,17,28,2,400000.0,3,18.048,1
2004-02-28 05:16:46,5,16,46,28,2,400000.0,3,180.382,1
2004-02-28 05:17:46,5,17,46,28,2,400000.0,3,180.28400000000002,1
2004-02-28 05:18:16,5,18,16,28,2,400000.0,3,180.088,1
2004-02-28 05:20:46,5,20,46,28,2,400000.0,3,179.794,1
2004-02-28 05:22:16,5,22,16,28,2,400000.0,3,179.696,1
2004-02-28 05:23:16,5,23,16,28,2,400000.0,3,17.95,1
2004-02-28 05:24:16,5,24,16,28,2,400000.0,3,17.95,1
2004-02-28 05:24:47,5,24,47,28,2,400000.0,3,17.95,1
2004-02-28 05:25:17,5,25,17,28,2,400000.0,3,179.304,1
2004-02-28 05:25:46,5,25,46,28,2,0.0,3,17.95,0
2004-02-28 05:26:16,5,26,16,28,2,0.0,3,179.59799999999998,0
2004-02-28 05:26:46,5,26,46,28,2,0.0,3,179.40200000000002,0
2004-02-28 05:27:16,5,27,16,28,2,0.0,3,179.59799999999998,0
2004-02-28 05:27:46,5,27,46,28,2,0.0,3,17.95,0
2004-02-28 05:28:46,5,28,46,28,2,0.0,3,179.304,0
2004-02-28 05:30:17,5,30,17,28,2,0.0,3,179.304,0
2004-02-28 05:31:46,5,31,46,28,2,0.0,3,179.304,0
2004-02-28 05:33:46,5,33,46,28,2,0.0,3,179.108,0
2004-02-28 05:34:16,5,34,16,28,2,0.0,3,179.108,0
2004-02-28 05:35:16,5,35,16,28,2,200000.0,3,178.912,0
2004-02-28 05:35:46,5,35,46,28,2,200000.0,3,179.108,0
2004-02-28 05:37:17,5,37,17,28,2,200000.0,3,179.206,0
2004-02-28 05:38:16,5,38,16,28,2,200000.0,3,179.108,0
2004-02-28 05:40:17,5,40,17,28,2,200000.0,3,178.81400000000002,0
2004-02-28 05:41:46,5,41,46,28,2,200000.0,3,178.71599999999998,0
2004-02-28 05:42:17,5,42,17,28,2,200000.0,3,17.852,0
2004-02-28 05:44:17,5,44,17,28,2,200000.0,3,178.618,0
2004-02-28 05:45:17,5,45,17,28,2,200000.0,3,178.81400000000002,0
2004-02-28 05:46:16,5,46,16,28,2,200000.0,3,178.71599999999998,0
2004-02-28 05:46:47,5,46,47,28,2,400000.0,3,178.618,1
2004-02-28 05:47:17,5,47,17,28,2,400000.0,3,17.852,1
2004-02-28 05:47:46,5,47,46,28,2,400000.0,3,17.852,1
2004-02-28 05:50:47,5,50,47,28,2,400000.0,3,178.128,1
2004-02-28 05:51:16,5,51,16,28,2,400000.0,3,178.128,1
2004-02-28 05:51:47,5,51,47,28,2,400000.0,3,178.128,1
2004-02-28 05:52:16,5,52,16,28,2,400000.0,3,178.324,1
2004-02-28 05:52:47,5,52,47,28,2,400000.0,3,178.324,1
2004-02-28 05:53:16,5,53,16,28,2,400000.0,3,178.324,1
2004-02-28 05:54:47,5,54,47,28,2,400000.0,3,178.324,1
2004-02-28 05:55:16,5,55,16,28,2,0.0,3,178.128,0
2004-02-28 05:55:46,5,55,46,28,2,0.0,3,178.128,0
2004-02-28 05:56:17,5,56,17,28,2,0.0,3,178.128,0
2004-02-28 05:56:47,5,56,47,28,2,0.0,3,178.128,0
2004-02-28 05:58:17,5,58,17,28,2,0.0,3,17.803,0
2004-02-28 05:58:47,5,58,47,28,2,0.0,3,177.93200000000002,0
2004-02-28 05:59:16,5,59,16,28,2,0.0,3,17.803,0
2004-02-28 05:59:47,5,59,47,28,2,0.0,3,177.93200000000002,0
2004-02-28 06:00:16,6,0,16,28,2,0.0,3,177.93200000000002,0
2004-02-28 06:00:47,6,0,47,28,2,0.0,3,177.93200000000002,0
2004-02-28 06:02:17,6,2,17,28,2,200000.0,3,177.736,0
2004-02-28 06:02:46,6,2,46,28,2,200000.0,3,177.638,0
2004-02-28 06:03:17,6,3,17,28,2,200000.0,3,17.754,0
2004-02-28 06:04:46,6,4,46,28,2,200000.0,3,177.736,0
2004-02-28 06:05:17,6,5,17,28,2,200000.0,3,17.754,0
2004-02-28 06:06:17,6,6,17,28,2,200000.0,3,177.736,0
2004-02-28 06:06:46,6,6,46,28,2,200000.0,3,177.736,0
2004-02-28 06:07:17,6,7,17,28,2,200000.0,3,17.754,0
2004-02-28 06:08:47,6,8,47,28,2,200000.0,3,17.754,0
2004-02-28 06:09:17,6,9,17,28,2,200000.0,3,17.754,0
2004-02-28 06:09:47,6,9,47,28,2,400000.0,3,177.442,1
2004-02-28 06:10:17,6,10,17,28,2,400000.0,3,177.34400000000002,1
2004-02-28 06:10:46,6,10,46,28,2,400000.0,3,177.442,1
2004-02-28 06:11:17,6,11,17,28,2,400000.0,3,17.754,1
2004-02-28 06:11:47,6,11,47,28,2,400000.0,3,177.736,1
2004-02-28 06:12:16,6,12,16,28,2,400000.0,3,177.736,1
2004-02-28 06:12:46,6,12,46,28,2,400000.0,3,177.638,1
2004-02-28 06:13:47,6,13,47,28,2,400000.0,3,177.442,1
2004-02-28 06:14:16,6,14,16,28,2,400000.0,3,17.754,1
2004-02-28 06:14:46,6,14,46,28,2,400000.0,3,17.754,1
2004-02-28 06:15:47,6,15,47,28,2,0.0,3,17.754,0
2004-02-28 06:16:16,6,16,16,28,2,0.0,3,177.442,0
2004-02-28 06:17:46,6,17,46,28,2,0.0,3,177.24599999999998,0
2004-02-28 06:18:47,6,18,47,28,2,0.0,3,177.24599999999998,0
2004-02-28 06:19:16,6,19,16,28,2,0.0,3,177.34400000000002,0
2004-02-28 06:22:46,6,22,46,28,2,0.0,3,176.75599999999997,0
2004-02-28 06:23:17,6,23,17,28,2,0.0,3,176.658,0
2004-02-28 06:24:46,6,24,46,28,2,0.0,3,176.658,0
2004-02-28 06:25:16,6,25,16,28,2,0.0,3,176.75599999999997,0
2004-02-28 06:26:46,6,26,46,28,2,0.0,3,176.75599999999997,0
2004-02-28 06:27:17,6,27,17,28,2,200000.0,3,17.656,0
2004-02-28 06:29:46,6,29,46,28,2,200000.0,3,176.658,0
2004-02-28 06:30:17,6,30,17,28,2,200000.0,3,17.656,0
2004-02-28 06:30:47,6,30,47,28,2,200000.0,3,176.75599999999997,0
2004-02-28 06:32:46,6,32,46,28,2,200000.0,3,17.656,0
